"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Milton Keynes","E06000042","Upper tier local authority","2020-04-09",13,281
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-09",41,541
"Newham","E09000025","Upper tier local authority","2020-04-09",33,714
"Norfolk","E10000020","Upper tier local authority","2020-04-09",53,595
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-09",4,69
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-09",17,102
"North Somerset","E06000024","Upper tier local authority","2020-04-09",11,113
"North Tyneside","E08000022","Upper tier local authority","2020-04-09",16,290
"North Yorkshire","E10000023","Upper tier local authority","2020-04-09",26,433
"Northamptonshire","E10000021","Upper tier local authority","2020-04-09",33,679
"Northumberland","E06000057","Upper tier local authority","2020-04-09",36,358
"Nottingham","E06000018","Upper tier local authority","2020-04-09",12,282
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-09",52,646
"Oldham","E08000004","Upper tier local authority","2020-04-09",11,305
"Oxfordshire","E10000025","Upper tier local authority","2020-04-09",57,838
"Plymouth","E06000026","Upper tier local authority","2020-04-09",9,128
"Portsmouth","E06000044","Upper tier local authority","2020-04-09",10,161
"Reading","E06000038","Upper tier local authority","2020-04-09",15,177
"Redbridge","E09000026","Upper tier local authority","2020-04-09",30,486
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-09",9,148
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-09",9,270
"Rochdale","E08000005","Upper tier local authority","2020-04-09",16,253
"Rotherham","E08000018","Upper tier local authority","2020-04-09",19,328
"Salford","E08000006","Upper tier local authority","2020-04-09",4,330
"Sandwell","E08000028","Upper tier local authority","2020-04-09",25,530
"Sefton","E08000014","Upper tier local authority","2020-04-09",32,454
"Sheffield","E08000019","Upper tier local authority","2020-04-09",52,1248
"Shropshire","E06000051","Upper tier local authority","2020-04-09",14,231
"Slough","E06000039","Upper tier local authority","2020-04-09",8,215
"Solihull","E08000029","Upper tier local authority","2020-04-09",19,324
"Somerset","E10000027","Upper tier local authority","2020-04-09",12,188
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-09",13,205
"South Tyneside","E08000023","Upper tier local authority","2020-04-09",12,199
"Southampton","E06000045","Upper tier local authority","2020-04-09",22,247
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-09",5,206
"Southwark","E09000028","Upper tier local authority","2020-04-09",40,905
"St. Helens","E08000013","Upper tier local authority","2020-04-09",21,359
"Staffordshire","E10000028","Upper tier local authority","2020-04-09",57,855
"Stockport","E08000007","Upper tier local authority","2020-04-09",35,436
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-09",16,192
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-09",11,165
"Suffolk","E10000029","Upper tier local authority","2020-04-09",28,440
"Sunderland","E08000024","Upper tier local authority","2020-04-09",47,593
"Surrey","E10000030","Upper tier local authority","2020-04-09",53,1445
"Sutton","E09000029","Upper tier local authority","2020-04-09",22,415
"Swindon","E06000030","Upper tier local authority","2020-04-09",19,154
"Tameside","E08000008","Upper tier local authority","2020-04-09",14,268
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-09",2,125
"Thurrock","E06000034","Upper tier local authority","2020-04-09",5,185
"Torbay","E06000027","Upper tier local authority","2020-04-09",21,93
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-09",14,457
"Trafford","E08000009","Upper tier local authority","2020-04-09",16,349
"Wakefield","E08000036","Upper tier local authority","2020-04-09",13,295
"Walsall","E08000030","Upper tier local authority","2020-04-09",32,544
"Waltham Forest","E09000031","Upper tier local authority","2020-04-09",24,507
"Wandsworth","E09000032","Upper tier local authority","2020-04-09",21,702
"Warrington","E06000007","Upper tier local authority","2020-04-09",21,305
"Warwickshire","E10000031","Upper tier local authority","2020-04-09",39,630
"West Berkshire","E06000037","Upper tier local authority","2020-04-09",2,143
"West Sussex","E10000032","Upper tier local authority","2020-04-09",38,581
"Westminster","E09000033","Upper tier local authority","2020-04-09",17,469
"Wigan","E08000010","Upper tier local authority","2020-04-09",13,282
"Wiltshire","E06000054","Upper tier local authority","2020-04-09",17,231
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-09",9,144
"Wirral","E08000015","Upper tier local authority","2020-04-09",40,504
"Wokingham","E06000041","Upper tier local authority","2020-04-09",5,159
"Wolverhampton","E08000031","Upper tier local authority","2020-04-09",19,424
"Worcestershire","E10000034","Upper tier local authority","2020-04-09",39,621
"York","E06000014","Upper tier local authority","2020-04-09",9,120
"England","E92000001","Country","2020-04-08",4099,63450
"West Midlands","E12000005","Region","2020-04-08",380,6786
"East of England","E12000006","Region","2020-04-08",389,5286
"North West","E12000002","Region","2020-04-08",749,9365
"East Midlands","E12000004","Region","2020-04-08",190,3708
"South West","E12000009","Region","2020-04-08",233,2889
"London","E12000007","Region","2020-04-08",810,16696
"Yorkshire and The Humber","E12000003","Region","2020-04-08",319,4561
"North East","E12000001","Region","2020-04-08",292,3447
"South East","E12000008","Region","2020-04-08",547,8482
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-08",16,293
"Barnet","E09000003","Upper tier local authority","2020-04-08",49,887
"Barnsley","E08000016","Upper tier local authority","2020-04-08",15,292
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-08",8,98
"Bedford","E06000055","Upper tier local authority","2020-04-08",20,193
"Bexley","E09000004","Upper tier local authority","2020-04-08",16,389
"Birmingham","E08000025","Upper tier local authority","2020-04-08",88,1740
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-08",11,127
"Blackpool","E06000009","Upper tier local authority","2020-04-08",13,121
"Bolton","E08000001","Upper tier local authority","2020-04-08",42,311
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-08",15,184
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-08",10,104
"Bradford","E08000032","Upper tier local authority","2020-04-08",37,368
"Brent","E09000005","Upper tier local authority","2020-04-08",42,946
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-08",19,201
"Bristol, City of","E06000023","Upper tier local authority","2020-04-08",28,289
"Bromley","E09000006","Upper tier local authority","2020-04-08",42,699
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-08",32,450
"Bury","E08000002","Upper tier local authority","2020-04-08",14,207
"Calderdale","E08000033","Upper tier local authority","2020-04-08",9,122
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-08",23,363
"Camden","E09000007","Upper tier local authority","2020-04-08",20,395
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-08",16,243
"Cheshire East","E06000049","Upper tier local authority","2020-04-08",32,341
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-08",28,368
"City of London","E09000001","Upper tier local authority","2020-04-08",2,13
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-08",16,257
"County Durham","E06000047","Upper tier local authority","2020-04-08",53,534
"Coventry","E08000026","Upper tier local authority","2020-04-08",10,362
"Croydon","E09000008","Upper tier local authority","2020-04-08",55,915
"Cumbria","E10000006","Upper tier local authority","2020-04-08",87,1126
"Darlington","E06000005","Upper tier local authority","2020-04-08",20,107
"Derby","E06000015","Upper tier local authority","2020-04-08",11,329
"Derbyshire","E10000007","Upper tier local authority","2020-04-08",43,674
"Devon","E10000008","Upper tier local authority","2020-04-08",10,320
"Doncaster","E08000017","Upper tier local authority","2020-04-08",15,201
"Dorset","E06000059","Upper tier local authority","2020-04-08",17,173
"Dudley","E08000027","Upper tier local authority","2020-04-08",15,401
"Ealing","E09000009","Upper tier local authority","2020-04-08",36,660
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-08",19,188
"East Sussex","E10000011","Upper tier local authority","2020-04-08",18,291
"Enfield","E09000010","Upper tier local authority","2020-04-08",28,461
"Essex","E10000012","Upper tier local authority","2020-04-08",89,1409
"Gateshead","E08000037","Upper tier local authority","2020-04-08",44,359
"Gloucestershire","E10000013","Upper tier local authority","2020-04-08",58,558
"Greenwich","E09000011","Upper tier local authority","2020-04-08",21,429
"Hackney","E09000012","Upper tier local authority","2020-04-08",17,456
"Halton","E06000006","Upper tier local authority","2020-04-08",14,174
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-08",19,359
"Hampshire","E10000014","Upper tier local authority","2020-04-08",86,1473
"Haringey","E09000014","Upper tier local authority","2020-04-08",13,364
"Harrow","E09000015","Upper tier local authority","2020-04-08",25,595
"Hartlepool","E06000001","Upper tier local authority","2020-04-08",6,65
"Havering","E09000016","Upper tier local authority","2020-04-08",31,395
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-08",5,91
"Hertfordshire","E10000015","Upper tier local authority","2020-04-08",85,1317
"Hillingdon","E09000017","Upper tier local authority","2020-04-08",18,458
"Hounslow","E09000018","Upper tier local authority","2020-04-08",22,441
"Isle of Wight","E06000046","Upper tier local authority","2020-04-08",5,44
"Islington","E09000019","Upper tier local authority","2020-04-08",11,305
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-08",18,332
"Kent","E10000016","Upper tier local authority","2020-04-08",102,1420
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-08",9,92
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-08",21,268
"Kirklees","E08000034","Upper tier local authority","2020-04-08",21,296
"Knowsley","E08000011","Upper tier local authority","2020-04-08",18,256
"Lambeth","E09000022","Upper tier local authority","2020-04-08",30,828
"Lancashire","E10000017","Upper tier local authority","2020-04-08",97,1362
"Leeds","E08000035","Upper tier local authority","2020-04-08",45,547
"Leicester","E06000016","Upper tier local authority","2020-04-08",20,320
"Leicestershire","E10000018","Upper tier local authority","2020-04-08",18,462
"Lewisham","E09000023","Upper tier local authority","2020-04-08",22,638
"Lincolnshire","E10000019","Upper tier local authority","2020-04-08",15,404
"Liverpool","E08000012","Upper tier local authority","2020-04-08",74,788
"Luton","E06000032","Upper tier local authority","2020-04-08",35,324
"Manchester","E08000003","Upper tier local authority","2020-04-08",45,562
"Medway","E06000035","Upper tier local authority","2020-04-08",22,340
"Merton","E09000024","Upper tier local authority","2020-04-08",14,455
"Middlesbrough","E06000002","Upper tier local authority","2020-04-08",5,238
"Milton Keynes","E06000042","Upper tier local authority","2020-04-08",11,268
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-08",30,500
"Newham","E09000025","Upper tier local authority","2020-04-08",35,681
"Norfolk","E10000020","Upper tier local authority","2020-04-08",57,542
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-08",4,65
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-08",10,85
"North Somerset","E06000024","Upper tier local authority","2020-04-08",5,102
"North Tyneside","E08000022","Upper tier local authority","2020-04-08",18,274
"North Yorkshire","E10000023","Upper tier local authority","2020-04-08",29,407
"Northamptonshire","E10000021","Upper tier local authority","2020-04-08",33,646
"Northumberland","E06000057","Upper tier local authority","2020-04-08",35,322
"Nottingham","E06000018","Upper tier local authority","2020-04-08",16,270
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-08",33,594
"Oldham","E08000004","Upper tier local authority","2020-04-08",13,294
"Oxfordshire","E10000025","Upper tier local authority","2020-04-08",62,781
"Peterborough","E06000031","Upper tier local authority","2020-04-08",5,102
"Plymouth","E06000026","Upper tier local authority","2020-04-08",4,119
"Portsmouth","E06000044","Upper tier local authority","2020-04-08",11,151
"Reading","E06000038","Upper tier local authority","2020-04-08",13,162
"Redbridge","E09000026","Upper tier local authority","2020-04-08",29,456
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-08",9,261
"Rochdale","E08000005","Upper tier local authority","2020-04-08",18,237
"Rotherham","E08000018","Upper tier local authority","2020-04-08",21,309
"Rutland","E06000017","Upper tier local authority","2020-04-08",1,9
"Salford","E08000006","Upper tier local authority","2020-04-08",12,326
"Sandwell","E08000028","Upper tier local authority","2020-04-08",34,505
"Sefton","E08000014","Upper tier local authority","2020-04-08",32,422
"Sheffield","E08000019","Upper tier local authority","2020-04-08",50,1196
"Shropshire","E06000051","Upper tier local authority","2020-04-08",18,217
"Slough","E06000039","Upper tier local authority","2020-04-08",8,207
"Solihull","E08000029","Upper tier local authority","2020-04-08",14,305
"Somerset","E10000027","Upper tier local authority","2020-04-08",15,176
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-08",28,192
"South Tyneside","E08000023","Upper tier local authority","2020-04-08",19,187
"Southampton","E06000045","Upper tier local authority","2020-04-08",13,225
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-08",5,201
"Southwark","E09000028","Upper tier local authority","2020-04-08",39,865
"St. Helens","E08000013","Upper tier local authority","2020-04-08",16,338
"Staffordshire","E10000028","Upper tier local authority","2020-04-08",49,798
"Stockport","E08000007","Upper tier local authority","2020-04-08",27,401
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-08",11,176
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-08",18,154
"Suffolk","E10000029","Upper tier local authority","2020-04-08",37,412
"Sunderland","E08000024","Upper tier local authority","2020-04-08",51,546
"Surrey","E10000030","Upper tier local authority","2020-04-08",79,1392
"Sutton","E09000029","Upper tier local authority","2020-04-08",29,393
"Swindon","E06000030","Upper tier local authority","2020-04-08",15,135
"Tameside","E08000008","Upper tier local authority","2020-04-08",25,254
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-08",6,123
"Thurrock","E06000034","Upper tier local authority","2020-04-08",17,180
"Torbay","E06000027","Upper tier local authority","2020-04-08",3,72
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-08",21,443
"Trafford","E08000009","Upper tier local authority","2020-04-08",30,333
"Wakefield","E08000036","Upper tier local authority","2020-04-08",25,282
"Walsall","E08000030","Upper tier local authority","2020-04-08",19,512
"Waltham Forest","E09000031","Upper tier local authority","2020-04-08",21,483
"Wandsworth","E09000032","Upper tier local authority","2020-04-08",25,681
"Warrington","E06000007","Upper tier local authority","2020-04-08",38,284
"Warwickshire","E10000031","Upper tier local authority","2020-04-08",31,591
"West Berkshire","E06000037","Upper tier local authority","2020-04-08",5,141
"West Sussex","E10000032","Upper tier local authority","2020-04-08",36,543
"Westminster","E09000033","Upper tier local authority","2020-04-08",14,452
"Wigan","E08000010","Upper tier local authority","2020-04-08",15,269
"Wiltshire","E06000054","Upper tier local authority","2020-04-08",11,214
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-08",3,135
"Wirral","E08000015","Upper tier local authority","2020-04-08",48,464
"Wokingham","E06000041","Upper tier local authority","2020-04-08",12,154
"Wolverhampton","E08000031","Upper tier local authority","2020-04-08",32,405
"Worcestershire","E10000034","Upper tier local authority","2020-04-08",41,582
"York","E06000014","Upper tier local authority","2020-04-08",10,111
"England","E92000001","Country","2020-04-07",4325,59351
"West Midlands","E12000005","Region","2020-04-07",391,6406
"East of England","E12000006","Region","2020-04-07",365,4897
"North West","E12000002","Region","2020-04-07",709,8616
"East Midlands","E12000004","Region","2020-04-07",202,3518
"South West","E12000009","Region","2020-04-07",213,2656
"London","E12000007","Region","2020-04-07",862,15886
"Yorkshire and The Humber","E12000003","Region","2020-04-07",339,4242
"North East","E12000001","Region","2020-04-07",346,3155
"South East","E12000008","Region","2020-04-07",699,7935
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-07",22,277
"Barnet","E09000003","Upper tier local authority","2020-04-07",44,838
"Barnsley","E08000016","Upper tier local authority","2020-04-07",22,277
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-07",8,90
"Bedford","E06000055","Upper tier local authority","2020-04-07",16,173
"Bexley","E09000004","Upper tier local authority","2020-04-07",39,373
"Birmingham","E08000025","Upper tier local authority","2020-04-07",84,1652
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-07",13,116
"Blackpool","E06000009","Upper tier local authority","2020-04-07",10,108
"Bolton","E08000001","Upper tier local authority","2020-04-07",21,269
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-07",19,169
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-07",11,94
"Bradford","E08000032","Upper tier local authority","2020-04-07",33,331
"Brent","E09000005","Upper tier local authority","2020-04-07",27,904
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-07",14,182
"Bristol, City of","E06000023","Upper tier local authority","2020-04-07",21,261
"Bromley","E09000006","Upper tier local authority","2020-04-07",36,657
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-07",37,418
"Bury","E08000002","Upper tier local authority","2020-04-07",12,193
"Calderdale","E08000033","Upper tier local authority","2020-04-07",6,113
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-07",24,340
"Camden","E09000007","Upper tier local authority","2020-04-07",19,375
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-07",17,227
"Cheshire East","E06000049","Upper tier local authority","2020-04-07",28,309
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-07",30,340
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-07",14,241
"County Durham","E06000047","Upper tier local authority","2020-04-07",63,481
"Coventry","E08000026","Upper tier local authority","2020-04-07",22,352
"Croydon","E09000008","Upper tier local authority","2020-04-07",42,860
"Cumbria","E10000006","Upper tier local authority","2020-04-07",72,1039
"Darlington","E06000005","Upper tier local authority","2020-04-07",11,87
"Derby","E06000015","Upper tier local authority","2020-04-07",14,318
"Derbyshire","E10000007","Upper tier local authority","2020-04-07",36,631
"Devon","E10000008","Upper tier local authority","2020-04-07",25,310
"Doncaster","E08000017","Upper tier local authority","2020-04-07",8,186
"Dorset","E06000059","Upper tier local authority","2020-04-07",9,156
"Dudley","E08000027","Upper tier local authority","2020-04-07",19,386
"Ealing","E09000009","Upper tier local authority","2020-04-07",42,624
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-07",20,169
"East Sussex","E10000011","Upper tier local authority","2020-04-07",28,273
"Enfield","E09000010","Upper tier local authority","2020-04-07",21,433
"Essex","E10000012","Upper tier local authority","2020-04-07",90,1320
"Gateshead","E08000037","Upper tier local authority","2020-04-07",44,315
"Gloucestershire","E10000013","Upper tier local authority","2020-04-07",54,500
"Greenwich","E09000011","Upper tier local authority","2020-04-07",15,408
"Hackney","E09000012","Upper tier local authority","2020-04-07",26,439
"Halton","E06000006","Upper tier local authority","2020-04-07",12,160
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-07",21,340
"Hampshire","E10000014","Upper tier local authority","2020-04-07",114,1387
"Haringey","E09000014","Upper tier local authority","2020-04-07",21,351
"Harrow","E09000015","Upper tier local authority","2020-04-07",29,570
"Hartlepool","E06000001","Upper tier local authority","2020-04-07",11,59
"Havering","E09000016","Upper tier local authority","2020-04-07",33,364
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-07",3,86
"Hertfordshire","E10000015","Upper tier local authority","2020-04-07",74,1232
"Hillingdon","E09000017","Upper tier local authority","2020-04-07",27,440
"Hounslow","E09000018","Upper tier local authority","2020-04-07",22,419
"Isle of Wight","E06000046","Upper tier local authority","2020-04-07",2,39
"Islington","E09000019","Upper tier local authority","2020-04-07",11,294
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-07",18,314
"Kent","E10000016","Upper tier local authority","2020-04-07",118,1318
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-07",12,83
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-07",18,247
"Kirklees","E08000034","Upper tier local authority","2020-04-07",26,275
"Knowsley","E08000011","Upper tier local authority","2020-04-07",16,238
"Lambeth","E09000022","Upper tier local authority","2020-04-07",38,798
"Lancashire","E10000017","Upper tier local authority","2020-04-07",105,1265
"Leeds","E08000035","Upper tier local authority","2020-04-07",65,502
"Leicester","E06000016","Upper tier local authority","2020-04-07",22,300
"Leicestershire","E10000018","Upper tier local authority","2020-04-07",20,444
"Lewisham","E09000023","Upper tier local authority","2020-04-07",28,616
"Lincolnshire","E10000019","Upper tier local authority","2020-04-07",29,389
"Liverpool","E08000012","Upper tier local authority","2020-04-07",66,714
"Luton","E06000032","Upper tier local authority","2020-04-07",25,289
"Manchester","E08000003","Upper tier local authority","2020-04-07",53,517
"Medway","E06000035","Upper tier local authority","2020-04-07",37,318
"Merton","E09000024","Upper tier local authority","2020-04-07",17,441
"Middlesbrough","E06000002","Upper tier local authority","2020-04-07",24,233
"Milton Keynes","E06000042","Upper tier local authority","2020-04-07",20,257
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-07",40,470
"Newham","E09000025","Upper tier local authority","2020-04-07",40,646
"Norfolk","E10000020","Upper tier local authority","2020-04-07",51,485
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-07",3,61
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-07",5,75
"North Somerset","E06000024","Upper tier local authority","2020-04-07",4,97
"North Tyneside","E08000022","Upper tier local authority","2020-04-07",26,256
"North Yorkshire","E10000023","Upper tier local authority","2020-04-07",32,378
"Northamptonshire","E10000021","Upper tier local authority","2020-04-07",23,613
"Northumberland","E06000057","Upper tier local authority","2020-04-07",30,287
"Nottingham","E06000018","Upper tier local authority","2020-04-07",22,254
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-07",36,561
"Oldham","E08000004","Upper tier local authority","2020-04-07",20,281
"Oxfordshire","E10000025","Upper tier local authority","2020-04-07",72,719
"Peterborough","E06000031","Upper tier local authority","2020-04-07",9,97
"Plymouth","E06000026","Upper tier local authority","2020-04-07",7,115
"Portsmouth","E06000044","Upper tier local authority","2020-04-07",8,140
"Reading","E06000038","Upper tier local authority","2020-04-07",13,149
"Redbridge","E09000026","Upper tier local authority","2020-04-07",47,427
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-07",11,139
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-07",14,252
"Rochdale","E08000005","Upper tier local authority","2020-04-07",13,219
"Rotherham","E08000018","Upper tier local authority","2020-04-07",21,288
"Salford","E08000006","Upper tier local authority","2020-04-07",10,314
"Sandwell","E08000028","Upper tier local authority","2020-04-07",28,471
"Sefton","E08000014","Upper tier local authority","2020-04-07",39,390
"Sheffield","E08000019","Upper tier local authority","2020-04-07",50,1146
"Shropshire","E06000051","Upper tier local authority","2020-04-07",9,199
"Slough","E06000039","Upper tier local authority","2020-04-07",18,199
"Solihull","E08000029","Upper tier local authority","2020-04-07",18,291
"Somerset","E10000027","Upper tier local authority","2020-04-07",10,161
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-07",9,164
"South Tyneside","E08000023","Upper tier local authority","2020-04-07",19,168
"Southampton","E06000045","Upper tier local authority","2020-04-07",15,212
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-07",18,196
"Southwark","E09000028","Upper tier local authority","2020-04-07",43,826
"St. Helens","E08000013","Upper tier local authority","2020-04-07",28,322
"Staffordshire","E10000028","Upper tier local authority","2020-04-07",57,749
"Stockport","E08000007","Upper tier local authority","2020-04-07",28,374
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-07",19,165
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-07",11,136
"Suffolk","E10000029","Upper tier local authority","2020-04-07",27,375
"Sunderland","E08000024","Upper tier local authority","2020-04-07",48,495
"Surrey","E10000030","Upper tier local authority","2020-04-07",115,1313
"Sutton","E09000029","Upper tier local authority","2020-04-07",29,364
"Swindon","E06000030","Upper tier local authority","2020-04-07",17,120
"Tameside","E08000008","Upper tier local authority","2020-04-07",10,229
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-07",12,117
"Thurrock","E06000034","Upper tier local authority","2020-04-07",14,163
"Torbay","E06000027","Upper tier local authority","2020-04-07",6,69
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-07",16,422
"Trafford","E08000009","Upper tier local authority","2020-04-07",19,303
"Wakefield","E08000036","Upper tier local authority","2020-04-07",23,257
"Walsall","E08000030","Upper tier local authority","2020-04-07",33,493
"Waltham Forest","E09000031","Upper tier local authority","2020-04-07",19,462
"Wandsworth","E09000032","Upper tier local authority","2020-04-07",26,656
"Warrington","E06000007","Upper tier local authority","2020-04-07",31,246
"Warwickshire","E10000031","Upper tier local authority","2020-04-07",37,560
"West Berkshire","E06000037","Upper tier local authority","2020-04-07",11,136
"West Sussex","E10000032","Upper tier local authority","2020-04-07",47,507
"Westminster","E09000033","Upper tier local authority","2020-04-07",12,438
"Wigan","E08000010","Upper tier local authority","2020-04-07",24,254
"Wiltshire","E06000054","Upper tier local authority","2020-04-07",10,203
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-07",10,132
"Wirral","E08000015","Upper tier local authority","2020-04-07",49,416
"Wokingham","E06000041","Upper tier local authority","2020-04-07",9,142
"Wolverhampton","E08000031","Upper tier local authority","2020-04-07",15,373
"Worcestershire","E10000034","Upper tier local authority","2020-04-07",43,541
"York","E06000014","Upper tier local authority","2020-04-07",13,101
"England","E92000001","Country","2020-04-06",4183,55026
"West Midlands","E12000005","Region","2020-04-06",339,6015
"East of England","E12000006","Region","2020-04-06",376,4532
"North West","E12000002","Region","2020-04-06",806,7907
"East Midlands","E12000004","Region","2020-04-06",215,3316
"South West","E12000009","Region","2020-04-06",181,2443
"London","E12000007","Region","2020-04-06",804,15024
"Yorkshire and The Humber","E12000003","Region","2020-04-06",320,3903
"North East","E12000001","Region","2020-04-06",375,2809
"South East","E12000008","Region","2020-04-06",577,7236
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-06",11,255
"Barnet","E09000003","Upper tier local authority","2020-04-06",35,794
"Barnsley","E08000016","Upper tier local authority","2020-04-06",13,255
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-06",11,82
"Bedford","E06000055","Upper tier local authority","2020-04-06",14,157
"Bexley","E09000004","Upper tier local authority","2020-04-06",23,334
"Birmingham","E08000025","Upper tier local authority","2020-04-06",64,1568
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-06",10,103
"Blackpool","E06000009","Upper tier local authority","2020-04-06",6,98
"Bolton","E08000001","Upper tier local authority","2020-04-06",31,248
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-06",17,150
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-06",3,83
"Bradford","E08000032","Upper tier local authority","2020-04-06",35,298
"Brent","E09000005","Upper tier local authority","2020-04-06",36,877
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-06",10,168
"Bristol, City of","E06000023","Upper tier local authority","2020-04-06",13,240
"Bromley","E09000006","Upper tier local authority","2020-04-06",37,621
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-06",26,381
"Bury","E08000002","Upper tier local authority","2020-04-06",13,181
"Calderdale","E08000033","Upper tier local authority","2020-04-06",10,107
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-06",18,316
"Camden","E09000007","Upper tier local authority","2020-04-06",16,356
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-06",20,210
"Cheshire East","E06000049","Upper tier local authority","2020-04-06",33,281
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-06",31,310
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-06",19,227
"County Durham","E06000047","Upper tier local authority","2020-04-06",86,418
"Coventry","E08000026","Upper tier local authority","2020-04-06",25,330
"Croydon","E09000008","Upper tier local authority","2020-04-06",41,818
"Cumbria","E10000006","Upper tier local authority","2020-04-06",96,967
"Darlington","E06000005","Upper tier local authority","2020-04-06",21,76
"Derby","E06000015","Upper tier local authority","2020-04-06",2,304
"Derbyshire","E10000007","Upper tier local authority","2020-04-06",25,595
"Devon","E10000008","Upper tier local authority","2020-04-06",14,285
"Doncaster","E08000017","Upper tier local authority","2020-04-06",1,178
"Dorset","E06000059","Upper tier local authority","2020-04-06",12,147
